1.000000000000000000e+00,0.000000000000000000e+00,2.357783903820870330e-01
1.000000000000000000e+00,5.263157894736841813e-02,2.690942886938239575e-01
1.000000000000000000e+00,1.052631578947368363e-01,3.087881744852505328e-01
1.000000000000000000e+00,1.578947368421052544e-01,3.373058979077838138e-01
1.000000000000000000e+00,2.105263157894736725e-01,3.677608503815387175e-01
1.000000000000000000e+00,2.631578947368420907e-01,4.079692374511335595e-01
1.000000000000000000e+00,3.157894736842105088e-01,4.281201401219176805e-01
1.000000000000000000e+00,3.684210526315789269e-01,4.578916666197767049e-01
1.000000000000000000e+00,4.210526315789473450e-01,4.955409373460414879e-01
1.000000000000000000e+00,4.736842105263157632e-01,5.409596988585863020e-01
1.000000000000000000e+00,5.263157894736841813e-01,5.404513100067218634e-01
1.000000000000000000e+00,5.789473684210526550e-01,5.913442050870072464e-01
1.000000000000000000e+00,6.315789473684210176e-01,6.096824468392249008e-01
1.000000000000000000e+00,6.842105263157893802e-01,6.466194871058825733e-01
1.000000000000000000e+00,7.368421052631578538e-01,6.801418605167355302e-01
1.000000000000000000e+00,7.894736842105263275e-01,7.074742047654984933e-01
1.000000000000000000e+00,8.421052631578946901e-01,7.591033614409403718e-01
1.000000000000000000e+00,8.947368421052630527e-01,7.953857757999951428e-01
1.000000000000000000e+00,9.473684210526315264e-01,6.445074227298669411e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.411533109349271786e-01
2.000000000000000000e+00,5.263157894736841813e-02,4.251400379609785452e-01
2.000000000000000000e+00,1.052631578947368363e-01,4.853398010266551932e-01
2.000000000000000000e+00,1.578947368421052544e-01,5.168860672883597296e-01
2.000000000000000000e+00,2.105263157894736725e-01,5.575846229881618044e-01
2.000000000000000000e+00,2.631578947368420907e-01,6.001562310388479649e-01
2.000000000000000000e+00,3.157894736842105088e-01,6.170540556717268865e-01
2.000000000000000000e+00,3.684210526315789269e-01,6.321948751285804136e-01
