1.000000000000000000e+00,0.000000000000000000e+00,9.017569403029874683e-03
1.000000000000000000e+00,4.736842105263158048e-02,1.806262585103823523e-02
1.000000000000000000e+00,9.473684210526316096e-02,2.638388175046915696e-02
1.000000000000000000e+00,1.421052631578947345e-01,4.694125049039017672e-02
1.000000000000000000e+00,1.894736842105263219e-01,5.869408953017329206e-02
1.000000000000000000e+00,2.368421052631579093e-01,6.611803495805647357e-02
1.000000000000000000e+00,2.842105263157894690e-01,8.508032762139905447e-02
1.000000000000000000e+00,3.315789473684210842e-01,9.703806222657909708e-02
1.000000000000000000e+00,3.789473684210526438e-01,1.072012475703983253e-01
1.000000000000000000e+00,4.263157894736842035e-01,1.142145111130455776e-01
1.000000000000000000e+00,4.736842105263158187e-01,1.271361290039045577e-01
1.000000000000000000e+00,5.210526315789474339e-01,1.281531943725998379e-01
1.000000000000000000e+00,5.684210526315789380e-01,1.345759479149032933e-01
1.000000000000000000e+00,6.157894736842105532e-01,1.358474791683895733e-01
1.000000000000000000e+00,6.631578947368421684e-01,1.225616838915234708e-01
1.000000000000000000e+00,7.105263157894736725e-01,1.062275569161973965e-01
1.000000000000000000e+00,7.578947368421052877e-01,8.728872141908729232e-02
1.000000000000000000e+00,8.052631578947369029e-01,5.126152248489013880e-02
1.000000000000000000e+00,8.526315789473684070e-01,1.970615763476188387e-02
1.000000000000000000e+00,9.000000000000000222e-01,2.141027564961372389e-16
2.000000000000000000e+00,0.000000000000000000e+00,2.566111441062315368e-01
2.000000000000000000e+00,4.736842105263158048e-02,2.371563090887877923e-01
2.000000000000000000e+00,9.473684210526316096e-02,2.346089223159235904e-01
2.000000000000000000e+00,1.421052631578947345e-01,2.332639591291421344e-01
2.000000000000000000e+00,1.894736842105263219e-01,2.284071162132327026e-01
2.000000000000000000e+00,2.368421052631579093e-01,2.252266113639117551e-01
2.000000000000000000e+00,2.842105263157894690e-01,2.296586855723176945e-01
