1.064366029744419073e+00,-4.345196199446542673e-01
2.480299185026355602e-01,6.619152485956436571e-02
8.135150524430445618e-01,2.982885813355596882e-01
1.687766643642318876e-01,2.569246522536425825e-01
1.154674470342013093e+00,1.972691429299523458e-01
7.014890757078136030e-01,2.661274993536949518e-01
1.876406819749053323e+00,9.675194216159400951e-02
6.194644990420659081e-01,3.230529257505816015e-02
1.481270648920784305e+00,4.944263951029893578e-01
9.557701273634551242e-01,2.986309954927395260e-01
1.571174019796181653e+00,6.011635968557536014e-01
1.744593509686420685e-01,-1.160883073369190499e-01
8.389460588936408225e-01,3.307586712850339450e-01
1.055217275215112549e+00,2.997425175901848871e-01
1.944323322782661290e+00,4.846028509670195494e-01
2.470107439283983908e-01,5.079457480709483885e-01
5.411319940783487770e-01,1.094338266796561487e-01
9.241584037303574028e-01,2.789283834013511765e-01
9.448246229192136525e-02,-4.626494467137134969e-01
1.802320612294851854e+00,4.117012025694369304e-01
8.895217605679084372e-02,-6.834630291634498089e-01
9.084011084916809864e-01,2.058748381115846904e-01
1.263834148702938753e+00,2.408654097106148473e-01
1.684582747926286705e+00,3.331266140276724075e-01
1.099666631492775881e+00,8.220897339416500804e-01
3.316090350298364076e-01,-3.412697908989043016e-01
8.934481904945592579e-01,-3.498687825684550223e-02
1.566929520934345232e+00,2.101298709314811108e-01
5.229537631039882228e-02,-1.094544630360629323e-01
5.091153063402211743e-01,-3.130511541668044018e-01
1.469059802773616363e+00,8.500928497800266381e-01
8.289982598481882015e-02,-2.350132888262282671e-01
1.487623331906792634e+00,8.752764560111214731e-02
1.633960892594870096e+00,-1.805236801671994407e-03
1.181725803658582707e+00,-2.048392059271411103e-01
3.442037900348977608e-01,5.692106614333291015e-01
1.482156906490978754e+00,2.200901017605345067e-01
3.511830926037624589e-01,-4.679604554845219200e-01
9.912914543809201451e-01,6.060658448449707247e-01
1.263888009223506304e+00,-5.011414008165772094e-01
5.076395757655480789e-01,-3.842160603346783110e-01
7.900839682333073988e-01,6.261467238620201103e-02
1.458759600069840845e+00,4.607534418866359172e-01
1.015133012114476818e+00,3.613510292217408937e-01
1.298709205092193342e+00,7.025517509795534687e-01
3.307878247377076253e-01,-1.625746125479914372e-01
1.734544553233163811e+00,3.410963057748647720e-01
1.146241112616897428e+00,9.448072216562586334e-01
1.199324303963003491e+00,4.443439001532946686e-01
1.386134080603316665e+00,-1.411010750882674691e-01
1.758371365703079281e+00,-2.983532551019765222e-01
4.057806545956657018e-01,-7.787093379212862987e-02
1.224994240052109884e+00,1.936143263797353992e-02
3.264010537306660797e-01,1.407953847466315023e-01
1.983475436340990772e+00,3.266998850105372054e-01
1.890929133994663003e+00,9.798772849924607398e-01
1.077744230863925567e+00,2.710691784360708817e-02
9.087270339111825912e-01,-3.578907406787308343e-01
1.558414850229153270e+00,4.252206377101217516e-01
1.531133226041783146e+00,6.437806816165512203e-01
4.049411700762133304e-01,1.496284103055103010e-01
