1.000000000000000000e+00,0.000000000000000000e+00,3.500743236771026168e-01
1.000000000000000000e+00,4.210526315789473589e-02,4.829585790591966465e-01
1.000000000000000000e+00,8.421052631578947179e-02,6.242259811570732841e-01
1.000000000000000000e+00,1.263157894736842146e-01,6.275952181094599514e-01
1.000000000000000000e+00,1.684210526315789436e-01,7.688397748484382399e-01
1.000000000000000000e+00,2.105263157894736725e-01,7.938225433796011199e-01
1.000000000000000000e+00,2.526315789473684292e-01,9.198432551801986046e-01
1.000000000000000000e+00,2.947368421052631304e-01,9.451049553911917700e-01
1.000000000000000000e+00,3.368421052631578871e-01,9.477297954823730164e-01
1.000000000000000000e+00,3.789473684210526438e-01,9.881961867260335985e-01
1.000000000000000000e+00,4.210526315789473450e-01,9.773562396456527690e-01
1.000000000000000000e+00,4.631578947368421018e-01,1.000000000000000000e+00
1.000000000000000000e+00,5.052631578947368585e-01,9.874286310790518773e-01
1.000000000000000000e+00,5.473684210526316152e-01,9.010254779992917795e-01
1.000000000000000000e+00,5.894736842105262609e-01,8.388597522525721439e-01
1.000000000000000000e+00,6.315789473684210176e-01,7.467322468057586704e-01
1.000000000000000000e+00,6.736842105263157743e-01,5.159284512924400268e-01
1.000000000000000000e+00,7.157894736842105310e-01,3.822308871781533446e-01
1.000000000000000000e+00,7.578947368421052877e-01,4.000080184486620172e-01
1.000000000000000000e+00,8.000000000000000444e-01,7.635574311073322074e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.758898632915831928e-01
2.000000000000000000e+00,4.210526315789473589e-02,4.940369109531621561e-01
2.000000000000000000e+00,8.421052631578947179e-02,5.237718389741339298e-01
2.000000000000000000e+00,1.263157894736842146e-01,5.954871003334336610e-01
2.000000000000000000e+00,1.684210526315789436e-01,6.957240411621515852e-01
2.000000000000000000e+00,2.105263157894736725e-01,6.854616579525611986e-01
2.000000000000000000e+00,2.526315789473684292e-01,6.649161240404563022e-01
2.000000000000000000e+00,2.947368421052631304e-01,6.130048838264380295e-01
2.000000000000000000e+00,3.368421052631578871e-01,6.364559666484800315e-01
2.000000000000000000e+00,3.789473684210526438e-01,6.843283704629764541e-01
2.000000000000000000e+00,4.210526315789473450e-01,5.513510090175171019e-01
2.000000000000000000e+00,4.631578947368421018e-01,6.281725802390134561e-01
2.000000000000000000e+00,5.052631578947368585e-01,4.491246998741462160e-01
2.000000000000000000e+00,5.473684210526316152e-01,3.994409917750748606e-01
2.000000000000000000e+00,5.894736842105262609e-01,3.800352562365427733e-01
2.000000000000000000e+00,6.315789473684210176e-01,3.844594634982301251e-01
2.000000000000000000e+00,6.736842105263157743e-01,4.020157253077971671e-01
2.000000000000000000e+00,7.157894736842105310e-01,4.722088542648327780e-01
2.000000000000000000e+00,7.578947368421052877e-01,5.659971556770246881e-01
2.000000000000000000e+00,8.000000000000000444e-01,7.866723511957566251e-01
3.000000000000000000e+00,0.000000000000000000e+00,5.523534942956864757e-01
3.000000000000000000e+00,4.210526315789473589e-02,5.914757488623227921e-01
